5.001856055972473403e-01 3.621667761139658729e-19
5.006860413790131803e-01 2.957253379304049162e-19
5.011869778468626135e-01 2.376705954557339466e-19
5.016884155017321545e-01 1.945320642084199912e-19
5.021903548450582511e-01 1.604843211514959380e-19
5.026927963787806153e-01 1.352557698816803142e-19
5.031957406053417792e-01 1.165436552963206189e-19
5.036991880276856515e-01 1.026205458717560765e-19
5.042031391492598491e-01 9.228603628482418870e-20
5.047075944740148090e-01 8.526595626118375690e-20
5.052125545064062306e-01 8.186703810044276289e-20
5.057180197513940767e-01 8.074519358241551924e-20
5.062239907144432394e-01 8.201758511452407349e-20
5.067304679015254276e-01 8.519365783055557877e-20
5.072374518191189452e-01 9.121157272672852845e-20
5.077449429742065812e-01 9.712621490188015206e-20
5.082529418742787186e-01 1.022189539655791560e-19
5.087614490273338896e-01 1.055764408458814500e-19
5.092704649418801077e-01 1.059829345401840535e-19
5.097799901269346456e-01 1.019917023195817644e-19
5.102900250920220371e-01 9.557373600643993176e-20
5.108005703471767411e-01 8.762082872599325049e-20
5.113116264029443636e-01 8.005465786580705016e-20
5.118231937703808798e-01 7.403570985173373525e-20
5.123352729610529677e-01 6.998880653090784386e-20
5.128478644870411163e-01 6.745952449668500733e-20
5.133609688609371835e-01 6.606163757204959265e-20
5.138745865958449510e-01 6.624257066549616480e-20
5.143887182053819007e-01 6.608391215369416923e-20
5.149033642036793257e-01 6.587820117458127582e-20
5.154185251053843286e-01 6.585118921632303744e-20
5.159342014256577125e-01 6.511856845189270483e-20
5.164503936801753126e-01 6.385516572286295464e-20
5.169671023851292180e-01 6.188527662097451994e-20
5.174843280572279935e-01 6.002402987983349101e-20
5.180020712136987893e-01 5.827046536666069752e-20
5.185203323722844537e-01 5.611702374609821043e-20
5.190391120512446443e-01 5.312698605815692993e-20
5.195584107693598241e-01 5.068883671303053430e-20
5.200782290459293744e-01 4.806599106700650001e-20
5.205985674007714836e-01 4.571441349110647886e-20
5.211194263542244798e-01 4.342167451479658495e-20
5.216408064271467193e-01 4.162750950046551423e-20
5.221627081409191407e-01 4.029121786190370416e-20
5.226851320174435989e-01 3.896939004765294248e-20
5.232080785791434208e-01 3.789013008214171676e-20
5.237315483489658474e-01 3.670397809419335995e-20
5.242555418503797027e-01 3.582183500720571651e-20
5.247800596073789459e-01 3.479522312432250351e-20
5.253051021444816726e-01 3.388305763003386808e-20
5.258306699867298928e-01 3.271249815992657674e-20
5.263567636596921950e-01 3.169325474053340359e-20
5.268833836894625255e-01 3.017660886015613350e-20
5.274105306026599660e-01 2.836503981403864279e-20
5.279382049264315091e-01 2.678540458739155488e-20
5.284664071884521697e-01 2.523669763971183848e-20
5.289951379169242074e-01 2.365012088580172337e-20
5.295243976405782371e-01 2.292205266772927772e-20
5.300541868886742281e-01 2.212839565444890213e-20
5.305845061910003935e-01 2.184772809541275681e-20
5.311153560778771876e-01 2.184114224796362701e-20
5.316467370801545300e-01 2.187680674649591257e-20
5.321786497292133600e-01 2.176779164045882951e-20
5.327110945569661915e-01 2.121085051302230416e-20
5.332440720958575575e-01 2.004877509823569597e-20
5.337775828788651200e-01 1.856028122903706121e-20
5.343116274395000032e-01 1.706445685659873343e-20
5.348462063118069043e-01 1.590281266627388924e-20
5.353813200303647601e-01 1.506690170292133044e-20
5.359169691302864136e-01 1.473234525682947293e-20
5.364531541472213894e-01 1.490486599884360854e-20
5.369898756173558940e-01 1.525276458122198891e-20
5.375271340774114837e-01 1.556503541657959185e-20
5.380649300646456190e-01 1.540148571542211417e-20
5.386032641168543300e-01 1.474974052473166768e-20
5.391421367723717717e-01 1.380978165928936456e-20
5.396815485700714454e-01 1.276626063676196000e-20
5.402215000493653108e-01 1.191525656790294278e-20
5.407619917502043405e-01 1.127028459365101525e-20
5.413030242130792979e-01 1.091927134416930980e-20
5.418445979790236233e-01 1.083415751506351158e-20
5.423867135896113245e-01 1.093079626932450253e-20
5.429293715869571990e-01 1.111354004461894441e-20
5.434725725137200536e-01 1.118408247761672529e-20
5.440163169131008170e-01 1.094725386602215121e-20
5.445606053288436499e-01 1.036234921210110055e-20
5.451054383052366115e-01 9.559538624667620242e-21
5.456508163871133243e-01 8.809829503222367044e-21
5.461967401198523087e-01 8.279812153255288621e-21
5.467432100493769820e-01 8.147476496245034603e-21
5.472902267221578798e-01 8.352624505600973628e-21
5.478377906852105461e-01 8.792181656983304102e-21
5.483859024860988640e-01 9.002998069432762670e-21
5.489345626729354999e-01 8.739082991077357685e-21
5.494837717943806821e-01 7.961772195729891039e-21
5.500335303996434222e-01 7.166452958408915636e-21
5.505838390384822922e-01 6.684272273049854471e-21
5.511346982612062018e-01 6.543689697381525650e-21
5.516861086186748420e-01 6.675874874577463925e-21
5.522380706622974644e-01 6.930839130966991373e-21
5.527905849440365449e-01 7.135028112014307358e-21
5.533436520164066730e-01 7.091169512729230844e-21
5.538972724324751074e-01 6.737627569598995073e-21
5.544514467458623308e-01 6.208273044204732495e-21
5.550061755107420502e-01 5.631804723259088505e-21
5.555614592818431952e-01 5.345997593216250785e-21
5.561172986144502506e-01 5.506991245805311345e-21
5.566736940644023690e-01 5.897983018369157588e-21
5.572306461880944806e-01 5.969200072355328414e-21
5.577881555424791804e-01 5.601404915114249735e-21
5.583462226850662846e-01 5.232443676346922639e-21
5.589048481739226082e-01 5.005456910079318951e-21
5.594640325676729642e-01 4.915062794383184200e-21
5.600237764255027173e-01 4.917072112269926312e-21
5.605840803071561185e-01 4.894023727831985734e-21
5.611449447729366380e-01 4.910932059193241319e-21
5.617063703837084088e-01 4.986682608546528293e-21
5.622683577008971145e-01 4.673336608129196765e-21
5.628309072864897677e-01 4.079933572016205827e-21
5.633940197030369301e-01 3.880150025617695974e-21
5.639576955136506031e-01 4.399711751646335443e-21
5.645219352820062264e-01 5.037731628393425073e-21
5.650867395723446762e-01 4.468395271463110905e-21
5.656521089494699339e-01 3.616788175841882981e-21
5.662180439787518615e-01 3.639768385146427059e-21
5.667845452261247585e-01 4.183052247338138476e-21
5.673516132580892490e-01 3.973863364341603841e-21
5.679192486417139474e-01 3.574263802884647797e-21
5.684874519446354579e-01 3.739802494650735716e-21
5.690562237350563768e-01 3.529491261579955879e-21
